s_m,x_m,y_m,vx_mps,width_left_m,width_right_m
15.6976251,6.6184550,3.7291962,1.8560504,1.0711302,0.5288698
15.7476175,6.6010092,3.7760750,1.8399528,1.0668379,0.5331621
15.7976100,6.5822345,3.8224989,1.8238315,1.0625455,0.5374545
15.8476024,6.5621107,3.8684282,1.8076093,1.0582532,0.5417468
15.8975948,6.5406177,3.9138228,1.7913125,1.0462697,0.5541405
15.9475873,6.5180110,3.9581213,1.7749934,1.0302869,0.5707469
15.9975797,6.4941804,4.0015402,1.7587294,1.0143041,0.5873533
16.0475721,6.4689768,4.0442901,1.7425881,0.9983213,0.6039598
16.0975646,6.4423846,4.0863099,1.7266440,0.9823385,0.6205662
16.1475570,6.4143884,4.1275383,1.7108355,0.9663557,0.6371726
16.1975494,6.3849727,4.1679143,1.6950968,0.9503729,0.6537790
16.2475419,6.3541218,4.2073765,1.6793207,0.9343901,0.6703854
16.2975343,6.3218204,4.2458639,1.6633407,0.9184073,0.6869918
16.3475268,6.2880530,4.2833152,1.6468694,0.9024245,0.7035982
16.3975192,6.2528039,4.3196693,1.6297508,0.8803542,0.7275698
16.4475116,6.2169973,4.3539959,1.6119946,0.8499136,0.7616685
16.4975041,6.1801280,4.3868244,1.5937284,0.8194731,0.7957673
16.5474965,6.1419059,4.4183548,1.5752146,0.7890325,0.8298660
16.5974889,6.1023590,4.4484710,1.5569340,0.7585919,0.8639647
16.6474814,6.0615154,4.4770568,1.5393685,0.7281513,0.8980634
16.6974738,6.0194029,4.5039962,1.5229091,0.6977107,0.9321622
16.7474662,5.9760495,4.5291730,1.5080147,0.6672701,0.9662609
16.7974587,5.9314831,4.5524713,1.4956418,0.6368295,1.0003596
16.8474511,5.8857318,4.5737748,1.4856660,0.6063889,1.0344583
16.8974436,5.8388234,4.5929676,1.4784661,0.5764893,1.0684658
16.9474360,5.7914689,4.6097124,1.4727870,0.5489851,1.1020690
16.9974284,5.7438902,4.6239890,1.4673421,0.5214809,1.1356722
17.0474209,5.6954940,4.6360163,1.4604873,0.4939768,1.1692754
17.0974133,5.6464374,4.6457298,1.4517222,0.4664726,1.2028786
17.1474057,5.5968779,4.6530648,1.4400667,0.4389684,1.2364818
17.1973982,5.5469726,4.6579566,1.4261984,0.4114643,1.2700851
17.2473906,5.4968790,4.6603407,1.4110221,0.3839601,1.3036883
17.2973831,5.4467542,4.6601525,1.3955473,0.3564559,1.3372915
17.3473755,5.3967557,4.6573272,1.3826369,0.3289518,1.3708947
17.3973679,5.3470407,4.6518003,1.3726947,0.3014476,1.4044979
17.4473604,5.2977665,4.6435071,1.3680422,0.3000000,1.4089750
17.4973528,5.2487314,4.6323132,1.3692135,0.3000000,1.4118340
17.5473452,5.2003886,4.6183373,1.3759778,0.3000000,1.4146929
17.5973377,5.1529094,4.6017146,1.3858729,0.3000000,1.4175519
17.6473301,5.1064197,4.5825717,1.3986053,0.3000000,1.4204109
17.6973225,5.0610453,4.5610349,1.4117052,0.3000000,1.4232698
17.7473150,5.0169122,4.5372306,1.4239895,0.3000000,1.4261288
17.7973074,4.9741463,4.5112852,1.4334952,0.3000000,1.4289878
17.8472999,4.9328733,4.4833251,1.4398481,0.3000000,1.4318468
17.8972923,4.8932192,4.4534767,1.4433532,0.3000000,1.4347057
17.9472847,4.8553099,4.4218665,1.4453321,0.3000000,1.4377451
17.9972772,4.8187416,4.3881089,1.4485914,0.3000000,1.4408579
18.0472696,4.7833570,4.3519683,1.4560838,0.3000000,1.4439708
18.0972620,4.7499240,4.3143444,1.4691217,0.3000000,1.4470836
18.1472545,4.7183363,4.2753791,1.4883716,0.3000000,1.4501965
18.1972469,4.6884876,4.2352141,1.5135561,0.3000000,1.4533093
18.2472393,4.6602714,4.1939912,1.5429757,0.3000000,1.4564222
18.2972318,4.6335814,4.1518523,1.5759441,0.3000000,1.4595350
18.3472242,4.6083113,4.1089391,1.6120111,0.3000000,1.4626479
18.3972167,4.5843546,4.0653936,1.6508263,0.3000000,1.4657607
18.4472091,4.5616051,4.0213574,1.6920699,0.3083861,1.4498090
18.4972015,4.5398641,3.9767781,1.7354966,0.3260900,1.4126744
18.5471940,4.5188864,3.9314531,1.7809691,0.3437940,1.3755398
18.5971864,4.4987576,3.8858915,1.8284021,0.3614979,1.3384052
18.6471788,4.4793164,3.8401075,1.8776965,0.3792019,1.3012706
18.6971713,4.4604012,3.7941153,1.9280181,0.3969058,1.2641360
18.7471637,4.4418506,3.7479292,1.9785942,0.4146098,1.2270014
18.7971561,4.4235031,3.7015633,2.0286515,0.4323137,1.1898669
18.8471486,4.4051972,3.6550319,2.0607853,0.4500177,1.1527323
18.8971410,4.3867715,3.6083492,2.0725351,0.4677216,1.1155977
18.9471335,4.3680645,3.5615295,2.0648392,0.4907049,1.0778231
18.9971259,4.3491455,3.5151452,2.0386502,0.5306993,1.0379865
19.0471183,4.3301389,3.4698279,1.9949430,0.5706936,0.9981499
19.0971108,4.3104739,3.4245267,1.9513950,0.6106880,0.9583133
19.1471032,4.2900403,3.3793333,1.9108819,0.6506823,0.9184767
19.1970956,4.2687281,3.3343390,1.8737878,0.6906767,0.8786401
19.2470881,4.2464270,3.2896353,1.8406267,0.7306711,0.8388035
19.2970805,4.2230269,3.2453137,1.8121939,0.7706654,0.7989669
19.3470730,4.1984177,3.2014657,1.7909033,0.8106598,0.7591303
19.3970654,4.1724893,3.1581827,1.7657999,0.8506541,0.7192937
19.4470578,4.1451314,3.1155561,1.7462550,0.8906485,0.6794571
